6,17
60,61
61,69
87,88
8,17
30,32
46,54
80,85
56,63
73,79
7,10
43,50
84,85
17,18
38,45
52,59
61,62
69,75
76,81
3,6
65,71
9,10
53,60
28,40
14,15
84,87
70,76
58,65
39,40
9,12
21,26
33,39
68,69
40,46
54,61
19,42
63,64
73,74
71,77
77,81
82,86
15,16
27,30
22,27
36,43
45,51
50,57
59,60
60,67
67,73
78,82
12,13
5,7
19,24
42,48
3,18
28,31
37,44
65,66
40,41
35,38
36,37
41,42
51,58
23,28
61,68
70,71
12,14
47,55
37,38
21,22
57,64
24,41
66,67
46,53
71,72
74,80
1,5
80,84
18,19
10,16
22,23
43,49
67,68
29,32
26,29
46,47
77,78
68,75
63,70
2,6
43,44
27,28
64,71
23,24
44,50
52,60
78,79
41,47
55,62
65,72
31,39
33,38
74,75
72,78
83,87
16,17
79,83
32,34
44,45
52,53
6,8
5,6
17,23
33,35
86,87
49,57
66,73
77,82
1,2
78,83
8,16
25,26
18,24
62,69
81,82
27,31
36,44
50,58
76,77
73,78
6,18
24,28
47,54
72,73
49,50
74,79
85,88
8,10
1,4
30,33
10,15
50,51
56,64
82,83
51,59
47,48
12,15
48,55
57,65
83,84
75,80
24,42
68,74
9,11
2,5
16,22
39,46
53,61
25,29
28,41
56,57
64,70
51,52
71,76
79,80
22,26
84,88
4,5
31,33
57,58
72,77
83,86
53,54
35,37
40,47
32,33
54,62
44,51
29,30
67,74
45,52
23,27
17,22
41,48
60,68
31,40
49,56
58,59
66,72
5,8
34,35
3,19
37,45
30,31
11,12
54,55
18,23
64,65
79,84
32,35
13,14
7,8
9,15
11,20
12,20
13,20
