64,65
28,30
56,61
34,42
50,57
37,38
59,60
44,50
73,77
33,34
41,46
57,62
6,9
34,35
14,19
65,66
74,78
2,5
62,67
12,13
19,24
8,9
1,3
15,20
66,67
42,47
58,63
75,79
13,14
40,41
47,53
64,69
71,75
29,31
43,49
41,42
20,25
25,38
72,73
77,78
14,15
38,45
63,64
73,74
48,54
65,70
37,43
19,20
32,34
61,66
26,29
69,70
33,40
49,55
66,71
0,2
11,12
23,26
38,39
30,36
45,51
47,48
74,75
28,37
43,44
18,23
20,21
70,71
75,76
16,39
24,27
6,8
68,73
46,52
48,49
40,46
56,62
63,68
35,42
74,77
2,4
44,45
25,28
19,23
21,39
52,58
59,64
49,50
69,74
30,32
14,20
5,13
22,23
3,5
18,19
26,27
78,79
20,24
25,37
70,75
42,48
15,16
7,13
1,15
38,44
46,47
56,57
71,76
5,7
65,69
27,30
34,41
50,56
4,5
43,50
52,53
3,15
9,12
10,11
24,25
30,35
60,66
55,61
48,55
13,19
22,26
51,57
32,35
44,51
53,54
61,67
0,3
41,47
75,78
54,55
68,72
2,3
50,51
64,68
29,30
76,79
69,73
21,38
15,21
58,64
24,28
60,61
55,56
46,53
27,28
21,25
47,54
29,32
36,43
61,62
59,65
53,58
70,74
7,12
9,10
39,45
66,70
31,32
5,14
27,29
36,37
16,21
28,36
3,14
37,44
4,7
9,11
33,41
49,56
58,59
68,69
1,16
60,65
67,71
55,60
6,7
6,12
8,17
9,17
10,17
