50,51
18,22
37,44
30,31
51,58
35,37
12,14
21,26
52,59
46,53
20,24
4,6
11,16
22,27
43,49
51,52
38,45
0,3
10,11
5,7
27,30
52,53
44,50
53,60
28,40
13,14
23,28
31,39
49,56
30,33
20,42
48,55
10,12
32,33
28,31
57,58
53,54
45,51
5,18
41,47
49,50
24,41
50,56
58,59
8,9
15,16
32,34
33,38
9,16
42,48
51,57
59,60
34,35
8,11
29,32
16,17
26,29
47,54
33,35
36,44
60,61
17,18
7,18
56,57
18,23
19,24
36,37
53,59
4,7
54,60
18,19
43,50
19,20
0,4
14,15
21,22
39,46
55,61
12,13
43,44
31,40
17,22
39,40
1,5
40,47
7,9
2,20
5,19
52,58
41,48
24,42
11,15
22,26
8,10
37,45
40,41
35,38
12,15
41,42
7,17
25,29
46,54
0,1
37,38
19,23
23,27
30,32
47,55
57,62
27,31
24,28
44,51
46,47
31,33
28,41
11,12
22,23
47,48
6,7
44,45
25,26
54,61
3,4
23,24
56,62
29,30
1,4
50,57
40,46
2,5
27,28
32,35
6,9
2,19
36,43
54,55
33,39
4,5
9,17
