Family ID,Individual ID
8364,I14180.AG
8366,I14182.AG
8367,I14183.AG
8372,I14190.AG
8425,I14586.AG
8427,I14599.AG
8428,I14600.AG
8439,I14627.AG
8588,I14962.AG
8602,I15029.AG
8603,I15030.AG
8604,I15031.AG
8605,I15032.AG
8623,I15073.AG
8624,I15074.AG
8756,I15617.AG
8757,I15618.AG
8758,I15619.AG
8759,I15621.AG
8760,I15622.AG
8761,I15623.AG
8797,I15818.AG
8800,I15823.AG
8812,I15946.AG
8841,I16006.AG
8842,I16007.AG
8843,I16008.AG
8844,I16009.AG
8845,I16010.AG
8846,I16011.AG
8847,I16012.AG
8848,I16013.AG
8849,I16014.AG
8850,I16015.AG
8851,I16016.AG
8871,I16121.AG
8872,I16122.AG
8875,I16165.AG
8877,I16168.AG
8902,I16241.AG
8904,I16245.AG
8953,I16444.AG
8961,I16463.AG
9092,I17339.AG
9093,I17340.AG
9094,I17341.AG
9095,I17343.AG
9096,I17344.AG
9097,I17345.AG
9101,I17365.AG
9102,I17366.AG
9120,I17538.AG
9122,I17545.AG
9158,I17909.AG
9159,I17910.AG
9160,I17911.AG
9163,I17914.AG
9164,I17915.AG
9166,I17927.AG
9167,I17931.AG
9168,I17933.AG
9169,I17934.AG
9170,I17938.AG
9171,I17939.AG
9172,I17941.AG
9174,I17948.AG
9179,I17981.AG
9313,I18635.AG
9314,I18636.AG
9315,I18637.AG
9316,I18642.AG
9317,I18656.AG
9318,I18657.AG
9319,I18658.AG
9320,I18659.AG
9321,I18660.AG
9322,I18661.AG
9323,I18662.AG
9325,I18695.AG
9326,I18696.AG
9602,I20502.AG
9711,I20806.AG
9712,I20809.AG
9713,I20810.AG
9757,I21390.AG
9764,I21714.AG
9765,I21763.AG
9769,I21767.AG
9771,I21769.AG
9777,I21825.AG
9778,I21826.AG
9779,I21827.AG
9780,I21828.AG
9781,I21829.AG
9782,I21830.AG
9783,I21840.AG
9784,I21841.AG
9785,I21842.AG
9786,I21843.AG
9787,I21844.AG
9788,I21846.AG
9789,I21847.AG
9790,I21897.AG
9791,I21898.AG
9792,I21899.AG
9793,I21901.AG
9794,I21902.AG
9795,I21906_d.AG
9813,I23093.AG
9814,I23094.AG
9845,I24015.AG
9847,I24017.AG
9848,I24018.AG
9849,I24021.AG
9850,I24022.AG
9851,I24023.AG
9886,I24268.AG
9887,I24269.AG
9888,I24270.AG
9889,I24271.AG
9890,I24272.AG
9891,I24275.AG
9892,I24278.AG
9893,I24279.AG
9894,I24281.AG
9895,I24282.AG
9896,I24283.AG
9897,I24285.AG
9899,I24289.AG
10008,I24886.AG
10009,I24887.AG
10010,I24888.AG
10011,I24889.AG
10012,I24890.AG
10013,I24892.AG
10014,I24893.AG
10015,I24894.AG
10016,I24895.AG
10017,I24896.AG
10018,I24897.AG
10019,I24900.AG
10020,I24901.AG
10021,I24902.AG
10022,I24903.AG
10023,I24904.AG
10024,I24905.AG
10025,I24906.AG
10026,I24907.AG
10029,I25175.AG
10066,I26738.AG
10067,I26741.AG
10110,I27772.AG
10111,I27773.AG
10112,I27774.AG
10114,I27778.AG
10116,I27783.AG
10117,I27784.AG
10122,I27793.AG
10123,I27794.AG
10124,I27796.AG
10133,I28425.AG
10134,I28426.AG
10139,I29876.TW
10140,I29877.TW
10141,I29891.TW
10142,I29957.TW
10143,I29958.TW
10144,I30300.TW
10145,I30411.TW
10146,I30413.TW
10147,I30418.TW
10148,I30421.TW
10149,I30423.TW
10150,I30425.TW
10151,I30428.TW
10152,I30430.TW
10153,I30434.TW
10198,I8134.AG
10229,I11902.AG
10230,I11906.AG
10231,I11929.AG
10232,I11933.AG
10245,I12439.AG
10257,I13162.AG
10295,I13893.AG
10296,I13896.AG
10302,I14158.AG
10320,I15616.AG
10321,I15620.AG
10325,I1584_enhanced.AG
10355,I17455.AG
10362,I18111.AG
10364,I18114.AG
10365,I18115.AG
10366,I18116.AG
10410,I20818.TW
10415,I2357.AG
10423,I24884.AG
10424,I24885.AG
10425,I24891.AG
10426,I24899.AG
10427,I2500.AG
10428,I25334.AG
10437,I30293.TW
10438,I30299.TW
10439,I30301.TW
10440,I30302.TW
10442,I30311.TW
10444,I30334.TW
10445,I30414.TW
10461,I4188_enhanced.AG
10471,I5395.AG
11008,Stuttgart.DG
11417,Loschbour.DG
11418,Loschbour_snpAD.DG
12059,POP02.SG
12060,POP04.SG
12061,POP05.SG
12062,POP06.SG
12063,POP07.SG
12064,POP08.SG
12065,POP09.SG
12066,POP12.SG
12067,POP13.SG
12068,POP14.SG
12069,POP16.SG
12070,POP19.SG
12072,POP24.SG
12073,POP27.SG
12075,POP36.SG
12100,Ess7.SG
12101,Herx.SG
12102,AKT16.SG
12103,Asp6.SG
12104,LEPE52.SG
12105,Nea2.SG
12106,Nea3.SG
12107,STAR1.SG
12108,Klein7.SG
12109,LEPE48.SG
12110,Bar25.SG
12111,Dil16.SG
12112,VC3-2.SG
12152,VERT107.SG
12153,VERT028.SG
12154,VERT029.SG
12155,VERT031.SG
12396,ktg004.SG
12397,ktg005.SG
12398,ktg006.SG
12399,oub002.SG
12400,skh001.SG
14912,I13890.AG
14915,I13891.AG
14918,I13897.AG
14921,I13898.AG
14924,I13899.AG
14927,I20821.AG
14930,I13895.AG
14934,I12437.AG
14936,I21385.AG
14960,I24277.AG
14961,I24280.AG
14963,I24276.AG
14993,NEO498.SG
14995,NEO502.SG
15069,NEO631.SG
15070,NEO632.SG
15075,NEO646.SG
15076,NEO648.SG
15139,NEO812.SG
15140,NEO813.SG
15155,NEO160.SG
15199,NEO166.SG
15224,NEO173.SG
15225,NEO174.SG
15257,NEO212.SG
15287,NEO300.SG
15288,NEO302.SG
15289,NEO304.SG
15290,NEO305.SG
15411,poz120.SG
15415,poz236.SG
15418,poz275.SG
15428,rom057_rom058.SG
15438,ukr104.SG
15465,GLN201.AG
15466,GLN202.AG
15468,GLN206.AG
15469,GLN207A.AG
15470,GLN207B.AG
15471,GLN208.AG
15472,GLN209.AG
15474,GLN211A.AG
15475,GLN211B.AG
15476,GLN212.AG
15478,GLN214.AG
15479,GLN215A.AG
15481,GLN216.AG
15485,GLN221B.AG
15489,GLN226.AG
15495,GLN235.AG
15496,GLN236A.AG
15497,GLN236B.AG
15498,GLN237A.AG
15499,GLN241.AG
15500,GLN242.AG
15503,GLN244.AG
15504,GLN245A.AG
15505,GLN245B.AG
15506,GLN246.AG
15508,GLN249.AG
15509,GLN250.AG
15510,GLN253.AG
15511,GLN255.AG
15513,GLN257.AG
15514,GLN258.AG
15515,GLN260.AG
15516,GLN261.AG
15517,GLN262.AG
15518,GLN263.AG
15519,GLN265.AG
15520,GLN266.AG
15521,GLN267.AG
15522,GLN268A.AG
15524,GLN269.AG
15527,GLN275.AG
15528,GLN276.AG
15529,GLN277.AG
15532,GLN282.AG
15533,GLN284.AG
15534,GLN285A.AG
15535,GLN285B.AG
15537,GLN288.AG
15539,GLN291.AG
15542,GLN298.AG
15546,GLN302.AG
15547,GLN305.AG
15548,GLN306.AG
15549,GLN307.AG
15550,GLN308.AG
15551,GLN309.AG
15552,GLN310B.AG
15556,GLN315.AG
15559,GLN319.AG
15560,GLN320.AG
15561,GLN321.AG
15562,GLN322.AG
15563,GLN325.AG
15564,GLN326.AG
15904,hoe002.SG
15905,hoe003.SG
15906,hoe004.SG
15907,hoe005.SG
15909,stp001.SG
15910,tev001.SG
15912,tev003.SG
15974,DRI001.AG
15979,GFW001.AG
15980,GFW002.AG
15981,GFW003.AG
15982,GFW004.AG
15984,GFW005.AG
15985,GFW007.AG
15995,JAZ001.AG
16010,CRN001.AG
16029,CRW001.AG
16040,VO2001.AG
16513,I5070_published.AG
16516,I0122.AG
16558,OC.SG
16576,I3121_d.AG
16649,I0679.AG
16760,KTL002.AG
16761,KTL003.AG
16762,KTL004.AG
16763,KTL005.AG
16764,KTL006.AG
16765,KTL007.AG
16767,MAJ002.AG
16768,MAJ003.AG
16771,MAJ009.AG
16774,MAJ020.AG
16775,MAJ023.AG
16776,PIE003.AG
16777,PIE004.AG
16778,PIE005.AG
16780,PIE008.AG
16783,PIE012.AG
16784,PIE013.AG
16785,PIE014.AG
16786,PIE015.AG
16787,PIE017.AG
16789,PIE019.AG
16791,PIE023.AG
16794,PIE028.AG
16798,PIE033.AG
16799,PIE034.AG
16801,PIE037.AG
16802,PIE038.AG
16804,PIE041.AG
16809,PIE050.AG
16810,PIE053.AG
16811,PIE054.AG
16812,PIE057.AG
16813,PIE058.AG
16814,PIE06061.AG
16815,PIE061.AG
16817,PIE063.AG
16819,PIE065.AG
16821,PIE071631.AG
16822,PIE074.AG
16824,PIE076.AG
16825,PIE077.AG
16827,PTK001.AG
16831,UBK003.AG
16832,UBK006.AG
16833,USV004.AG
16834,USV005.AG
16836,VAR003.AG
16837,VAR004.AG
16839,VAR008.AG
16840,VAR009.AG
16841,VAR010.AG
16842,VAR011.AG
16843,VAR012.AG
16844,VAR016.AG
16845,VAR017.AG
16846,VAR018.AG
16847,VAR019.AG
16849,VAR021.AG
16850,VAR022.AG
16851,VAR023_ANI160.AG
16853,VAR027.AG
16854,VAR030.AG
16855,VAR032.AG
16856,VAR033.AG
16858,YUN001.AG
16859,YUN003_049.AG
16860,YUN005.AG
16861,YUN006_031.AG
16862,YUN007.AG
16863,YUN009.AG
16864,YUN012.AG
16865,YUN013.AG
16866,YUN014.AG
16868,YUN019.AG
16869,YUN021.AG
16870,YUN025.AG
16871,YUN026.AG
16872,YUN027_I0781.AG
16873,YUN028.AG
16943,AMI001.AG
16969,I1496.DG
16970,I1507.DG
16971,I1583.DG
16972,I1734.DG
