60,61
55,56
32,34
7,17
33,39
6,9
5,19
17,18
23,28
36,44
52,59
47,54
61,62
2,5
58,63
13,14
25,29
8,9
33,35
37,45
53,60
14,15
36,37
60,65
34,35
24,43
28,42
37,38
8,11
38,46
54,61
63,64
15,16
26,29
21,26
44,51
50,57
59,60
61,66
11,12
4,6
19,23
40,47
27,30
65,66
38,39
62,67
12,13
44,45
31,41
51,58
22,27
45,52
40,41
20,24
2,20
41,48
66,67
0,4
18,19
9,16
12,15
29,32
20,43
21,22
42,49
45,46
52,58
19,20
11,16
35,39
41,42
33,40
1,5
42,43
22,23
24,42
23,24
30,32
28,41
27,28
48,56
55,62
38,45
16,17
31,33
52,53
5,7
28,31
4,5
17,22
48,49
0,1
10,12
18,23
56,62
31,40
51,57
45,51
5,18
23,27
25,26
41,47
57,63
7,9
32,35
0,3
7,18
24,28
37,44
53,59
50,51
30,31
11,15
35,38
47,55
8,10
1,4
9,17
54,60
51,52
43,49
44,50
60,66
3,4
39,46
47,48
57,58
48,55
55,61
53,54
22,26
30,33
61,67
58,59
49,56
4,7
19,24
32,33
2,19
27,31
29,30
10,11
46,52
18,22
54,55
64,65
12,14
6,7
42,48
8,16
